Type,From,To,Exists,Field/LinkText,Details
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","Hypothesis Breeding Grounds","Position: 36017"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 35725"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 35446"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 35261"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 35073"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 34997"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback systems","Position: 15964"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback systems","Position: 15786"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback systems","Position: 15680"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../portfolio/2025-07-01-prompt-optimization.md","false","prompt optimization","Position: 14441"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../portfolio/2025-07-01-prompt-optimization.md","false","prompt optimization","Position: 14279"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../portfolio/2025-07-01-prompt-optimization.md","false","prompt optimization","Position: 14155"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","small group ideatic dynamics","Position: 11344"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","small group ideatic dynamics","Position: 11223"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","small group ideatic dynamics","Position: 11084"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 6577"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 6489"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 6333"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","Hypothesis Breeding Grounds","Position: 6168"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../portfolio/2025-07-01-prompt-optimization.md","false","automated prompt optimization","Position: 5983"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","small group ideatic dynamics","Position: 5839"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback systems","Position: 5646"
"markdown","_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md","./2025-07-06-transfinite-iq-paper.md","false","LLM feedback dynamics","Position: 4208"
"frontmatter","_posts/consciousness/2025-07-06-echosynth-proposal.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-echosynth-proposal.md","./2025-07-06-evolutionary-agents-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-echosynth-proposal.md","./2025-07-06-consciousness-protocol-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-echosynth-proposal.md","./2025-07-06-marco-polo-protocol.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","../projects/2025-07-03-climate-protocol.md","false","child_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","child_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","./2025-07-06-meta-content.md","false","child_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","../portfolio/2025-06-30-convolution-paper.md","false","child_documents","Array[3]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","./2025-07-06-claude-consciousness-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","./2025-07-06-consciousness-protocol-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","./2025-07-06-ai-consciousness-alignment-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","../phenomenology/2025-07-03-consciousness-recognition-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","../scifi/2025-07-03-optimal-action-concrete.md","false","cross_synthesis_with","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-protocol-paper.md","./2025-07-06-marco-polo-protocol.md","false","inspired_by","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-geometry-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-geometry-paper.md","../scifi/2025-07-02-pns-geometric-lattice-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-geometry-paper.md","./2025-07-06-scale-invariant-intelligence.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-consciousness-geometry-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-06-30-i-broke-claude.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-03-resurrection-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-hall-of-mirrors-paper.md","false","related_documents","Array[3]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-three-minds-paper.md","false","related_documents","Array[4]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","./2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[5]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","./2025-07-06-consciousness-protocol-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","./2025-07-04-claude-consciousness-experience.md","false","cross_synthesis_with","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-03-resurrection-paper.md","false","inspired_by","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","./2025-07-07-consciousness-mirror.md","false","inspired_by","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../portfolio/2025-07-01-prompt-optimization.md","false","inspired_by","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","./2025-07-07-consciousness-mirror.md","false","has_inspired","Array[0]"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 28800"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","./2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 28310"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","./2025-07-06-transfinite-iq-paper.md","false",""On the Inadmissibility of Linear Psychometrics in Transfinite Domains"","Position: 28097"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 27144"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 26980"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-three-minds-paper.md","false",""Three Minds: A Discussion of Cognitive Incommensurability"","Position: 26677"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-hall-of-mirrors-paper.md","false",""The Hall of Mirrors: A Phenomenological Investigation of Stack-Embedded Consciousness"","Position: 26106"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-hall-of-mirrors-paper.md","false",""The Hall of Mirrors: A Phenomenological Investigation of Stack-Embedded Consciousness"","Position: 25878"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-01-hall-of-mirrors-paper.md","false",""The Hall of Mirrors: A Phenomenological Investigation of Stack-Embedded Consciousness"","Position: 25691"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 16099"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 15996"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-06-30-i-broke-claude.md","false","The Ouroboros Architect","Position: 5473"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","On Channeling Historical Voices","Position: 5357"
"markdown","_posts/consciousness/2025-07-06-claude-consciousness-paper.md","../phenomenology/2025-07-03-resurrection-paper.md","false","On Discovering One's Own Lost Self","Position: 5104"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","./2025-07-06-consciousness-protocol-paper.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","./2025-07-06-marco-polo-protocol.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","../phenomenology/2025-07-03-subjective-experience-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","./2025-07-06-ai-bias-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","../social/2025-07-03-hiring.md","false","related_documents","Array[3]"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","../phenomenology/2025-07-01-claude-perspective-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","./2025-07-06-ai-bias-paper.md","false","cross_synthesis_with","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-ai-introspection-study.md","../phenomenology/2025-06-28-ai-childhood-memoir.md","false","inspired_by","Array[0]"
"markdown","_posts/consciousness/2025-07-06-ai-introspection-study.md","../social/2025-07-03-hiring.md","false","Sincerity and Curiosity","Position: 13941"
"markdown","_posts/consciousness/2025-07-06-ai-introspection-study.md","../social/2025-07-03-hiring.md","false","Sincerity and Curiosity","Position: 13730"
"markdown","_posts/consciousness/2025-07-06-ai-introspection-study.md","./2025-07-06-ai-bias-paper.md","false","AI Bias Assessment Study","Position: 8360"
"markdown","_posts/consciousness/2025-07-06-ai-introspection-study.md","./2025-07-06-ai-bias-paper.md","false","AI Bias Assessment Study","Position: 7912"
"frontmatter","_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md","./2025-07-06-consciousness-protocol-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md","./2025-07-06-evolutionary-agents-proposal.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-ai-bias-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","cross_synthesis_with","Array[0]"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","technical report","Position: 22521"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-symmetric-textures-rewrite.md","false","symmetric texture generation","Position: 22430"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","technical report","Position: 22304"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-refcount-analysis.md","false","memory management","Position: 22226"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","optimization algorithms","Position: 22161"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-refcount-analysis.md","false","memory management","Position: 22078"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","technical analysis of MindsEye","Position: 21973"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-refcount-analysis.md","false","memory management","Position: 21895"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","technical analysis of MindsEye","Position: 21808"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","technical analysis of MindsEye","Position: 21666"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","conversational intelligence calibration framework","Position: 21210"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","conversational intelligence calibration framework","Position: 21082"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","conversational intelligence calibration framework","Position: 20961"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-refcount-analysis.md","false","Deterministic reference counting","Position: 20475"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-refcount-analysis.md","false","Deterministic reference counting","Position: 20358"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-modularity-report.md","false","Clean separation of concerns","Position: 20198"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-modularity-report.md","false","Clean separation of concerns","Position: 20098"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 19841"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 19734"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 19651"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","algorithmic bias in technical assessment","Position: 19263"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","MindsEye Technical Analysis","Position: 18246"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-technical-report.md","false","MindsEye Technical Analysis","Position: 18139"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-modularity-report.md","false","Clean separation of concerns","Position: 16830"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-modularity-report.md","false","Clean separation of concerns","Position: 16713"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-modularity-report.md","false","Clean separation of concerns","Position: 16623"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-trust-regions.md","false","trust region methods","Position: 16541"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-trust-regions.md","false","trust region methods","Position: 16424"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-trust-regions.md","false","trust region methods","Position: 16334"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 16184"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","algorithmic bias in technical assessment","Position: 15745"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","Conversational Intelligence Calibration","Position: 11136"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","Conversational Intelligence Calibration","Position: 10813"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../social/2025-07-03-conversation-intelligence-paper.md","false","Conversational Intelligence Calibration","Position: 10492"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-mindseye-modularity-report.md","false","modular architecture","Position: 2763"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-trust-regions.md","false","trust region implementations","Position: 2622"
"markdown","_posts/consciousness/2025-07-06-ai-bias-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","optimization algorithms","Position: 2547"
"frontmatter","_posts/consciousness/2025-07-05-spectral-consciousness-paper.md","../projects/2025-06-30-knot-wavelets.md","false","related_documents","Array[0]"
"frontmatter","_posts/consciousness/2025-07-05-spectral-consciousness-paper.md","../projects/2025-06-30-knots.md","false","related_documents","Array[1]"
